92,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",PAMPANGA
93,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",PAMPANGA
94,RTC,GUAGUA,PAMPANGA
95,RTC,MAGALANG,PAMPANGA
96,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
97,RTC,CITY OF BAGUIO,BENGUET
98,RTC,MEXICO,PAMPANGA
99,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
100,RTC/MC/FXD,CITY OF ANGELES,PAMPANGA
101,RTC,CITY OF ANGELES,PAMPANGA
102,RTC,MEXICO,PAMPANGA
103,RTC,CITY OF ANGELES,PAMPANGA
104,RTC,MEXICO,PAMPANGA
105,MC/FXD,CITY OF CAGAYAN DE ORO (CAPITAL),MISAMIS ORIENTAL
106,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
107,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
108,MC/FXD,CITY OF LAOAG (CAPITAL),ILOCOS NORTE
109,MC/FXD,CITY OF CAUAYAN,ISABELA
110,RTC/MC/FXD,TONDO I/II,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
111,MC/FXD,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
112,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
113,RTC,BENITO SOLIVEN,ISABELA
114,RTC,REINA MERCEDES,ISABELA
115,RTC/MC/FXD,BALIUAG,BULACAN
116,RTC/MC/FXD,BALIUAG,BULACAN
117,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
118,MC/FXD,LEMERY,BATANGAS
119,MC/FXD,MABINI,BATANGAS
NO.,ACTIVITY,CITYMUN,PROVINCE
120,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
121,MC/FXD,CITY OF MUNTINLUPA,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
122,RTC,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
123,MC/FXD,CALUMPIT,BULACAN
124,MC/FXD,CITY OF MATI (CAPITAL),DAVAO ORIENTAL
125,MC/FXD,CITY OF OLONGAPO,ZAMBALES
126,RTC/MC/FXD,CITY OF OLONGAPO,ZAMBALES
127,RTC/MC/FXD,CITY OF OLONGAPO,ZAMBALES
128,MC/FXD,CITY OF OLONGAPO,ZAMBALES
129,MC/FXD,CITY OF OLONGAPO,ZAMBALES
130,RTC/MC/FXD,CITY OF SANTA ROSA,LAGUNA
131,MC/FXD,CITY OF DASMARIÑAS,CAVITE
132,MC/FXD,SANTA MARIA,BULACAN
133,MC/FXD,PLARIDEL,BULACAN
134,MC/FXD,CITY OF OLONGAPO,ZAMBALES
135,RTC,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
136,RTC/MC/FXD,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
137,MC/FXD,CAINTA,RIZAL
138,MC/FXD,CITY OF BALANGA (CAPITAL),BATAAN
139,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
140,MC/FXD,PUERTO GALERA,ORIENTAL MINDORO
141,MC/FXD,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL
142,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
143,MC/FXD,CITY OF BALANGA (CAPITAL),BATAAN
144,MC/FXD,BALIUAG,BULACAN
145,MC/FXD,MALAY,AKLAN
146,RTC,MALUSO,BASILAN
147,RTC,SIASI,SULU
148,RTC,CITY OF ILOILO (CAPITAL),ILOILO
149,RTC,SANTA BARBARA,ILOILO
150,RTC,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
151,RTC/MC/FXD,CITY OF ANGELES,PAMPANGA
152,MC/FXD,NORZAGARAY,BULACAN
153,RTC/MC/FXD,BINONDO,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)"
154,MC/FXD,CITY OF MARIKINA,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
155,MC/FXD,SAN MIGUEL,BULACAN
156,RTC/MC/FXD,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
157,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
158,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
159,RTC/MC/FXD,"CITY OF SAN FERNANDO
(CAPITAL)",LA UNION
160,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)"
161,MC/FXD,SANTA CRUZ (CAPITAL),LAGUNA
162,MC/FXD,SANTA CRUZ (CAPITAL),LAGUNA
163,MC/FXD,CITY OF SANTA ROSA,LAGUNA
164,MC/FXD,CARMONA,CAVITE
165,MC/FXD,LOS BAÑOS,LAGUNA
166,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
167,RTC,CITY OF MALOLOS (CAPITAL),BULACAN
168,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
169,MC/FXD,BALAYAN,BATANGAS
170,MC/FXD,LOS BAÑOS,LAGUNA
171,MC/FXD,VILLASIS,PANGASINAN
172,RTC/MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
173,MC/FXD,CITY OF BALANGA (CAPITAL),BATAAN
174,RTC,CITY OF ANTIPOLO (CAPITAL),RIZAL
175,MC/FXD,TUGUEGARAO CITY (CAPITAL),CAGAYAN
176,MC/FXD,MALAY,AKLAN
177,MC/FXD,"CITY OF TAGBILARAN
(CAPITAL)",BOHOL
178,MC/FXD,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
179,MC/FXD,CITY OF DASMARIÑAS,CAVITE
180,MC/FXD,"CITY OF PUERTO PRINCESA
(CAPITAL)",PALAWAN
181,MC/FXD,"CITY OF BORONGAN
(CAPITAL)",EASTERN SAMAR
182,RTC/MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
183,MC/FXD,CITY OF URDANETA,PANGASINAN
184,MC/FXD,CITY OF URDANETA,PANGASINAN
185,MC/FXD,CITY OF CALAMBA,LAGUNA
186,MC/FXD,CONCEPCION,TARLAC
187,MC/FXD,CITY OF OLONGAPO,ZAMBALES
188,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
189,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
190,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
191,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
192,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
193,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
194,MC/FXD,CITY OF ANGELES,PAMPANGA
195,MC/FXD,CITY OF PASSI,ILOILO
196,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
197,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
198,RTC/MC/FXD,CITY OF CEBU (CAPITAL),CEBU
199,RTC/MC/FXD,CITY OF CEBU (CAPITAL),CEBU
200,RTC/MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
201,RTC/MC/FXD,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
202,RTC/MC/FXD,CITY OF CEBU (CAPITAL),CEBU
203,RTC,CITY OF DASMARIÑAS,CAVITE
204,RTC/MC/FXD,CITY OF CEBU (CAPITAL),CEBU
205,RTC/MC/FXD,CITY OF OLONGAPO,ZAMBALES
206,RTC/MC/FXD,CITY OF KABANKALAN,NEGROS OCCIDENTAL
207,RTC,CALATAGAN,BATANGAS
208,RTC,SAMPALOC,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)"
209,RTC,LIBUNGAN,COTABATO
210,RTC/MC/FXD,CITY OF CAGAYAN DE ORO (CAPITAL),MISAMIS ORIENTAL
211,RTC,CITY OF PALAYAN (CAPITAL),NUEVA ECIJA
212,RTC,CITY OF ANTIPOLO (CAPITAL),RIZAL
213,RTC/MC/FXD,CITY OF MASBATE (CAPITAL),MASBATE
214,RTC,NAGUILIAN,LA UNION
215,RTC,ALIMODIAN,ILOILO
NO.,ACTIVITY,CITYMUN,PROVINCE
216,RTC,ALUBIJID,MISAMIS ORIENTAL
217,RTC,CAJIDIOCAN,ROMBLON
218,RTC,ANINI-Y,ANTIQUE
219,RTC,LIBERTAD,ANTIQUE
220,RTC,MINA,ILOILO
221,RTC,BELISON,ANTIQUE
222,RTC,BINGAWAN,ILOILO
223,RTC,LAGUINDINGAN,MISAMIS ORIENTAL
224,RTC/MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
225,RTC/MC/FXD,CITY OF LAPU-LAPU,CEBU
226,RTC,TUDELA,CEBU
227,RTC,CITY OF CEBU (CAPITAL),CEBU
228,RTC,CITY OF SAN PABLO,LAGUNA
229,RTC,ALLEN,NORTHERN SAMAR
230,RTC,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL
231,RTC,BALAYAN,BATANGAS
232,RTC,BALER (CAPITAL),AURORA
233,RTC,CITY OF BISLIG,SURIGAO DEL SUR
234,RTC,CALBIGA,WESTERN SAMAR
235,RTC,CARMEN,CEBU
236,RTC,CITY OF SIPALAY,NEGROS OCCIDENTAL
237,RTC,CITY OF NAGA,CEBU
238,RTC,CITY OF SAN CARLOS,NEGROS OCCIDENTAL
239,RTC,SAN FRANCISCO,AGUSAN DEL SUR
240,RTC,CORON,PALAWAN
241,RTC,"CITY OF PUERTO PRINCESA
(CAPITAL)",PALAWAN
242,RTC,CITY OF TARLAC (CAPITAL),TARLAC
NO.,ACTIVITY,CITYMUN,PROVINCE
243,RTC,CITY OF CABANATUAN,NUEVA ECIJA
244,RTC,SAN NICOLAS,ILOCOS NORTE
245,RTC,ISULAN (CAPITAL),SULTAN KUDARAT
246,RTC,SOLSONA,ILOCOS NORTE
247,RTC,CITY OF VALENCIA,BUKIDNON
248,RTC,CITY OF COTABATO,"CITY OF COTABATO (NOT A
PROVINCE)"
249,RTC,LEBAK,SULTAN KUDARAT
250,RTC,BANTAYAN,CEBU
251,RTC,CITY OF CEBU (CAPITAL),CEBU
252,RTC,ODIONGAN,ROMBLON
253,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
254,RTC,CITY OF BOGO,CEBU
255,RTC,CARMEN,BOHOL
256,RTC,DALAGUETE,CEBU
257,RTC,"CITY OF TAGBILARAN
(CAPITAL)",BOHOL
258,RTC,TALIBON,BOHOL
259,RTC,UBAY,BOHOL
260,RTC,JAGNA,BOHOL
261,RTC,SIATON,NEGROS ORIENTAL
262,RTC,MANJUYOD,NEGROS ORIENTAL
263,RTC,CITY OF DUMAGUETE (CAPITAL),NEGROS ORIENTAL
264,RTC,CITY OF BUTUAN (CAPITAL),AGUSAN DEL NORTE
265,RTC,CITY OF SURIGAO (CAPITAL),SURIGAO DEL NORTE
266,RTC,BASILISA,DINAGAT ISLANDS
267,RTC,PLACER,SURIGAO DEL NORTE
268,RTC,BINALBAGAN,NEGROS OCCIDENTAL
269,RTC,CITY OF CABADBARAN,AGUSAN DEL NORTE
270,RTC,DAPA,SURIGAO DEL NORTE
271,RTC,TUBIGON,BOHOL
272,RTC,CITY OF MALOLOS (CAPITAL),BULACAN
273,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",PAMPANGA
274,RTC,CITY OF KABANKALAN,NEGROS OCCIDENTAL
275,RTC,GUMACA,QUEZON
276,RTC,POZORRUBIO,PANGASINAN
277,RTC,AGOO,LA UNION
278,RTC,CALAUAG,QUEZON
279,RTC,CITY OF DAGUPAN,PANGASINAN
280,RTC,CITY OF LUCENA (CAPITAL),QUEZON
281,RTC,TUGUEGARAO CITY (CAPITAL),CAGAYAN
NO.,ACTIVITY,CITYMUN,PROVINCE
282,RTC,ALCALA,CAGAYAN
283,RTC,CITY OF LIGAO,ALBAY
284,RTC,VIRAC (CAPITAL),CATANDUANES
285,RTC,SAN JUAN,ILOCOS SUR
286,RTC,BURGOS,ILOCOS NORTE
287,RTC,TAGUDIN,ILOCOS SUR
288,RTC,NARVACAN,ILOCOS SUR
289,RTC,BAUKO,MOUNTAIN PROVINCE
290,RTC,PANIQUI,TARLAC
291,RTC,CALBIGA,WESTERN SAMAR
292,RTC,GENERAL MACARTHUR,EASTERN SAMAR
293,RTC,DOLORES,EASTERN SAMAR
294,RTC,BUGALLON,PANGASINAN
295,RTC,MARCOS,ILOCOS NORTE
296,RTC,PALAPAG,NORTHERN SAMAR
297,RTC,CITY OF BAGUIO,BENGUET
298,RTC,NAVAL (CAPITAL),BILIRAN
299,RTC,LAGUINDINGAN,MISAMIS ORIENTAL
300,RTC,SALAY,MISAMIS ORIENTAL
301,RTC,"CITY OF CAGAYAN DE ORO
(CAPITAL)",MISAMIS ORIENTAL
302,RTC,TAGOLOAN,MISAMIS ORIENTAL
303,RTC,CITY OF GINGOOG,MISAMIS ORIENTAL
304,RTC,NARRA,PALAWAN
305,RTC,BROOKE'S POINT,PALAWAN
306,RTC,ROXAS,PALAWAN
307,RTC,TAYTAY,PALAWAN
308,RTC,TAYTAY,PALAWAN
309,RTC,SURALLAH,SOUTH COTABATO
310,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
311,RTC,GATTARAN,CAGAYAN
312,RTC,CITY OF ALAMINOS,PANGASINAN
313,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",LA UNION
314,RTC,PLARIDEL,BULACAN
315,RTC,CITY OF MANDAUE,CEBU
316,RTC,PACO,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
317,RTC,CITY OF BAYUGAN,AGUSAN DEL SUR
318,RTC,TALACOGON,AGUSAN DEL SUR
319,RTC,CITY OF GENERAL SANTOS,SOUTH COTABATO
320,RTC,CITY OF TANDAG (CAPITAL),SURIGAO DEL SUR
321,RTC,"CITY OF KORONADAL
(CAPITAL)",SOUTH COTABATO
NO.,ACTIVITY,CITYMUN,PROVINCE
322,RTC,MARIHATAG,SURIGAO DEL SUR
323,RTC,GLAN,SARANGANI
324,RTC,CITY OF BATAC,ILOCOS NORTE
325,RTC,MIDSAYAP,COTABATO
326,RTC,LIBUNGAN,COTABATO
327,RTC,CITY OF CALAMBA,LAGUNA
328,RTC,BULUAN,MAGUINDANAO
329,RTC,PAGSANJAN,LAGUNA
330,RTC,KIAMBA,SARANGANI
331,RTC,ANTIPAS,COTABATO
332,RTC,CITY OF DASMARIÑAS,CAVITE
333,RTC,POLILLO,QUEZON
334,RTC,CITY OF TRECE MARTIRES (CAPITAL),CAVITE
335,RTC,BATO,LEYTE
336,RTC,TANAY,RIZAL
337,RTC,SAN FERNANDO,CAMARINES SUR
338,RTC,PADADA,DAVAO DEL SUR
339,RTC,CITY OF KIDAPAWAN (CAPITAL),COTABATO
340,RTC,HINUNANGAN,SOUTHERN LEYTE
341,RTC,CITY OF DIGOS (CAPITAL),DAVAO DEL SUR
342,RTC,KABACAN,COTABATO
343,RTC,NABUNTURAN (CAPITAL),COMPOSTELA VALLEY PROVINCE
344,RTC,SAN JOSE (CAPITAL),ANTIQUE
345,RTC,CARAGA,DAVAO ORIENTAL
346,RTC,"CITY OF MALAYBALAY
(CAPITAL)",BUKIDNON
347,RTC,CITY OF MATI (CAPITAL),DAVAO ORIENTAL
348,RTC,CITY OF PASSI,ILOILO
349,RTC,CARMEN,DAVAO DEL NORTE
350,RTC,CITY OF ILOILO (CAPITAL),ILOILO
351,RTC,LABO,CAMARINES NORTE
352,RTC,CATEEL,DAVAO ORIENTAL
353,RTC,DULAG,LEYTE
354,RTC,KIBAWE,BUKIDNON
355,RTC,SIPOCOT,CAMARINES SUR
356,RTC,MAIGO,LANAO DEL NORTE
357,RTC,AURORA,ZAMBOANGA DEL SUR
358,RTC,PANTUKAN,COMPOSTELA VALLEY PROVINCE
359,RTC,SARA,ILOILO
360,RTC,WAO,LANAO DEL SUR
NO.,ACTIVITY,CITYMUN,PROVINCE
361,RTC,LUPON,DAVAO ORIENTAL
362,RTC,CITY OF LEGAZPI (CAPITAL),ALBAY
363,RTC,CITY OF ILIGAN,LANAO DEL NORTE
364,RTC,SANTA MARIA,BULACAN
365,RTC,MARAMAG,BUKIDNON
366,RTC,CITY OF CALAPAN (CAPITAL),ORIENTAL MINDORO
367,RTC,SOLANA,CAGAYAN
368,RTC,CAJIDIOCAN,ROMBLON
369,RTC,LILOAN,SOUTHERN LEYTE
370,RTC,CITY OF DIPOLOG (CAPITAL),ZAMBOANGA DEL NORTE
371,RTC,BANGA,SOUTH COTABATO
372,RTC,"CITY OF OROQUIETA
(CAPITAL)",MISAMIS OCCIDENTAL
373,RTC,MOLAVE,ZAMBOANGA DEL SUR
374,RTC,SANCHEZ-MIRA,CAGAYAN
375,RTC,LILOY,ZAMBOANGA DEL NORTE
376,RTC,SAN MIGUEL,ZAMBOANGA DEL SUR
377,RTC,CITY OF PAGADIAN (CAPITAL),ZAMBOANGA DEL SUR
378,RTC,KALIBO (CAPITAL),AKLAN
379,RTC,CULASI,ANTIQUE
380,RTC,LALA,LANAO DEL NORTE
381,RTC,CITY OF ROXAS (CAPITAL),CAPIZ
382,RTC,MALITA (CAPITAL),DAVAO OCCIDENTAL
383,RTC,SOGOD,SOUTHERN LEYTE
384,RTC,IPIL (CAPITAL),ZAMBOANGA SIBUGAY
385,RTC,CANDELARIA,QUEZON
386,RTC,CITY OF OZAMIZ,MISAMIS OCCIDENTAL
387,RTC,GUIMBA,NUEVA ECIJA
388,RTC,BONGABON,NUEVA ECIJA
389,RTC,KUMALARANG,ZAMBOANGA DEL SUR
390,RTC,ALCANTARA,ROMBLON
391,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
392,RTC,CITY OF GAPAN,NUEVA ECIJA
393,RTC,QUEZON,PALAWAN
394,RTC,ORMOC CITY,LEYTE
395,RTC,CITY OF MANDAUE,CEBU
396,RTC,CITY OF TACLOBAN (CAPITAL),LEYTE
397,RTC,PARANG,MAGUINDANAO
398,RTC,CITY OF ZAMBOANGA,ZAMBOANGA DEL SUR
399,RTC,INABANGA,BOHOL
NO.,ACTIVITY,CITYMUN,PROVINCE
400,RTC,SHARIFF AGUAK (CAPITAL),MAGUINDANAO
401,RTC,CORON,PALAWAN
402,RTC,CITY OF BALANGA (CAPITAL),BATAAN
403,RTC,CITY OF TAGUM (CAPITAL),DAVAO DEL NORTE
404,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
405,RTC,TRENTO,AGUSAN DEL SUR
406,RTC,CITY OF SILAY,NEGROS OCCIDENTAL
407,RTC,"CITY OF CATBALOGAN
(CAPITAL)",WESTERN SAMAR
408,RTC,PASUQUIN,ILOCOS NORTE
409,RTC,CITY OF LAMITAN (CAPITAL),BASILAN
410,RTC,BALOI,LANAO DEL NORTE
411,RTC,BALLESTEROS,CAGAYAN
412,RTC,BARILI,CEBU
413,RTC,ALCALA,PANGASINAN
414,RTC,CITY OF DAVAO,DAVAO DEL SUR
415,RTC,CITY OF SANTIAGO,ISABELA
416,RTC,CITY OF GUIHULNGAN,NEGROS ORIENTAL
417,RTC,NORALA,SOUTH COTABATO
418,RTC,VALLADOLID,NEGROS OCCIDENTAL
419,RTC,BAYOMBONG (CAPITAL),NUEVA VIZCAYA
420,RTC,CUYO,PALAWAN
421,RTC,CITY OF ESCALANTE,NEGROS OCCIDENTAL
422,RTC,JOLO (CAPITAL),SULU
423,RTC,KABASALAN,ZAMBOANGA SIBUGAY
424,RTC,CITY OF MASBATE (CAPITAL),MASBATE
425,RTC,CITY OF DAVAO,DAVAO DEL SUR
426,RTC,PILI (CAPITAL),CAMARINES SUR
427,RTC,SAN JOSE,CAMARINES SUR
428,RTC,TUPI,SOUTH COTABATO
429,RTC,BONGAO (CAPITAL),TAWI-TAWI
430,RTC,CITY OF DAVAO,DAVAO DEL SUR
431,RTC,BASCO (CAPITAL),BATANES
432,RTC,CATANAUAN,QUEZON
433,RTC,CITY OF ILAGAN (CAPITAL),ISABELA
434,RTC,SAN JOSE,OCCIDENTAL MINDORO
435,RTC,BANGUED (CAPITAL),ABRA
436,RTC,CITY OF TACURONG,SULTAN KUDARAT
437,RTC/MC/FXD,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
438,MC/FXD,CITY OF CALOOCAN,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
439,MC/FXD,ANGONO,RIZAL
NO.,ACTIVITY,CITYMUN,PROVINCE
440,MC/FXD,MASANTOL,PAMPANGA
441,RTC,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
442,MC/FXD,"CITY OF CAGAYAN DE ORO
(CAPITAL)",MISAMIS ORIENTAL
443,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
444,MC/FXD,MALAY,AKLAN
445,RTC,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
446,MC/FXD,SANTA CRUZ (CAPITAL),LAGUNA
